靡ㄩ嘿,虏嘿,るら,щ獺瞯%,щ獺计(),щ獺禦秈眎计,щ獺禦芥禬(),щ獺计カ(κ窾),щ獺芥眎计,瑈硄计(),щ獺禦芥禬カ(κ窾),璸计(),щ獺秅锣瞯%
3691   ,河ポ         ,20151102,     6.68,     4065,       36,      -14,     2560.95,       50,    60893,    -8.82,    11522,     0.07
6244   ,璟瓆         ,20151102,     2.02,     9833,        8,        8,      442.49,        0,   486875,     0.36,    52277,     0.00
6443   ,じ垂         ,20151102,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1514,     0.00
3576   ,羛ネ     ,20151103,     0.06,      487,        0,     -351,       10.81,      351,   857986,    -7.79,    51002,     0.02
3691   ,河ポ         ,20151103,     6.73,     4098,       33,       33,     2680.09,        0,    60893,    21.58,    11712,     0.03
6244   ,璟瓆         ,20151103,     1.98,     9644,       20,     -189,      433.98,      209,   486875,    -8.51,    51061,     0.02
6443   ,じ垂         ,20151103,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1530,     0.00
3576   ,羛ネ     ,20151104,     0.06,      487,        3,        0,       10.79,        3,   857986,     0.00,    51095,     0.00
3691   ,河ポ         ,20151104,     6.75,     4109,       11,       11,     2666.74,        0,    60893,     7.14,    11383,     0.01
6244   ,璟瓆         ,20151104,     1.98,     9654,       10,       10,      434.43,        0,   486875,     0.45,    54008,     0.00
6443   ,じ垂         ,20151104,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1508,     0.00
3576   ,羛ネ     ,20151105,     0.06,      487,        0,        0,       10.98,        0,   857986,     0.00,    51021,     0.00
3691   ,河ポ         ,20151105,     6.76,     4117,       25,        8,     2667.82,       17,    60893,     5.18,    11266,     0.03
6244   ,璟瓆         ,20151105,     1.98,     9654,        0,        0,      438.29,        0,   486875,     0.00,    54225,     0.00
6443   ,じ垂         ,20151105,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1508,     0.00
3576   ,羛ネ     ,20151106,     0.06,      487,        0,        0,       11.01,        0,   857986,     0.00,    50023,     0.00
3691   ,河ポ         ,20151106,     6.73,     4096,       10,      -21,     2580.48,       31,    60893,   -13.23,    11133,     0.03
6244   ,璟瓆         ,20151106,     1.67,     8139,        0,    -1515,      366.26,     1515,   486875,   -68.18,    52520,     0.16
6443   ,じ垂         ,20151106,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1470,     0.00
3576   ,羛ネ     ,20151109,     0.06,      487,        0,        0,       10.64,        0,   857986,     0.00,    47257,     0.00
3691   ,河ポ         ,20151109,     6.57,     4001,        2,      -95,     2464.62,       97,    60893,   -58.52,    11071,     0.08
6244   ,璟瓆         ,20151109,     1.77,     8639,      500,      500,      378.39,        0,   486875,    21.90,    50598,     0.05
6443   ,じ垂         ,20151109,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1486,     0.00
3576   ,羛ネ     ,20151110,     0.06,      487,        0,        0,       10.57,        0,   857986,     0.00,    49336,     0.00
3691   ,河ポ         ,20151110,     6.58,     4006,       20,        5,     2503.75,       15,    60893,     3.13,    11109,     0.03
6244   ,璟瓆         ,20151110,     1.64,     7982,        0,     -657,      351.21,      657,   486875,   -28.91,    49143,     0.07
6443   ,じ垂         ,20151110,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1471,     0.00
3576   ,羛ネ     ,20151111,     0.06,      487,        0,        0,       10.11,        0,   857986,     0.00,    47826,     0.00
3691   ,河ポ         ,20151111,     6.60,     4016,       10,       10,     2477.87,        0,    60893,     6.17,    10999,     0.01
6244   ,璟瓆         ,20151111,     1.64,     7982,        0,        0,      336.44,        0,   486875,     0.00,    48508,     0.00
6443   ,じ垂         ,20151111,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1501,     0.00
3576   ,羛ネ     ,20151112,     0.06,      487,        0,        0,        9.93,        0,   857986,     0.00,    48886,     0.00
3691   ,河ポ         ,20151112,     6.45,     3929,       17,      -87,     2396.69,      104,    60893,   -53.07,    10563,     0.10
6244   ,璟瓆         ,20151112,     1.62,     7899,      100,      -83,      323.46,      183,   486875,    -3.40,    48253,     0.03
6443   ,じ垂         ,20151112,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1545,     0.00
3576   ,羛ネ     ,20151113,     0.04,      336,        0,     -151,        6.79,      151,   857986,    -3.05,    49877,     0.01
3691   ,河ポ         ,20151113,     6.30,     3836,        0,      -93,     2251.73,       93,    60893,   -54.59,    10481,     0.08
6244   ,璟瓆         ,20151113,     1.61,     7861,        0,      -38,      314.83,       38,   486875,    -1.52,    48060,     0.00
6443   ,じ垂         ,20151113,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1552,     0.00
3576   ,羛ネ     ,20151116,     0.00,       42,        0,     -294,        0.87,      294,   857986,    -6.09,    49662,     0.02
3691   ,河ポ         ,20151116,     6.32,     3849,       13,       13,     2344.04,        0,    60893,     7.92,    10679,     0.01
6244   ,璟瓆         ,20151116,     1.53,     7471,        0,     -390,      309.67,      390,   486875,   -16.17,    48828,     0.04
6443   ,じ垂         ,20151116,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1542,     0.00
3576   ,羛ネ     ,20151117,     0.00,       42,        0,        0,        0.88,        0,   857986,     0.00,    49414,     0.00
3691   ,河ポ         ,20151117,     6.32,     3848,        3,       -1,     2354.98,        4,    60893,    -0.61,    10479,     0.01
6244   ,璟瓆         ,20151117,     1.50,     7288,        5,     -183,      306.10,      188,   486875,    -7.69,    49312,     0.02
6443   ,じ垂         ,20151117,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1478,     0.00
3576   ,羛ネ     ,20151118,     0.00,        0,        0,     -414,        0.00,      414,   857986,    -8.98,    53602,     0.02
3691   ,河ポ         ,20151118,     6.27,     3817,       13,      -31,     2377.99,       44,    60893,   -19.31,    10493,     0.05
6244   ,璟瓆         ,20151118,     1.50,     7283,      329,       -5,      317.90,      334,   486875,    -0.22,    51422,     0.07
6443   ,じ垂         ,20151118,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1439,     0.00
3576   ,羛ネ     ,20151119,     0.00,        0,      230,      230,        0.00,        0,   857986,     5.04,    51596,     0.01
3691   ,河ポ         ,20151119,     6.51,     3964,      166,      147,     2461.64,       19,    60893,    91.29,    10581,     0.15
6244   ,璟瓆         ,20151119,     1.52,     7393,      110,      110,      322.33,        0,   486875,     4.80,    52020,     0.01
6443   ,じ垂         ,20151119,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1566,     0.00
3576   ,羛ネ     ,20151120,     0.00,        0,        0,        0,        0.00,        0,   857986,     0.00,    55594,     0.00
3691   ,河ポ         ,20151120,     6.49,     3952,        0,      -12,     2446.29,       12,    60893,    -7.43,    10505,     0.01
6244   ,璟瓆         ,20151120,     1.52,     7393,        0,        0,      316.42,        0,   486875,     0.00,    52125,     0.00
6443   ,じ垂         ,20151120,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1566,     0.00
3576   ,羛ネ     ,20151123,     0.00,        0,        0,        0,        0.00,        0,   857986,     0.00,    55365,     0.00
3691   ,河ポ         ,20151123,     6.49,     3949,        2,       -3,     2610.29,        5,    60893,    -1.98,    10975,     0.01
6244   ,璟瓆         ,20151123,     1.37,     6670,        0,     -723,      290.15,      723,   486875,   -31.45,    52659,     0.07
6443   ,じ垂         ,20151123,     0.00,        0,        0,        0,        0.00,        0,   351855,     0.00,     1818,     0.00
3576   ,羛ネ     ,20151124,     0.00,        0,        0,        0,        0.00,        0,   857986,     0.00,    55452,     0.00
3691   ,河ポ         ,20151124,     6.53,     3974,       25,       25,     2539.39,        0,    60893,    15.98,    10820,     0.02
6244   ,璟瓆         ,20151124,     1.37,     6670,        0,        0,      292.15,        0,   486875,     0.00,    54163,     0.00
6443   ,じ垂         ,20151124,     0.07,      240,      240,      240,        4.07,        0,   351855,     4.07,     2035,     0.03
3576   ,羛ネ     ,20151125,     0.00,        0,        0,        0,        0.00,        0,   857986,     0.00,    56076,     0.00
3691   ,河ポ         ,20151125,     6.56,     3994,       20,       20,     2568.14,        0,    60893,    12.86,    10831,     0.02
6244   ,璟瓆         ,20151125,     1.37,     6670,        0,        0,      293.48,        0,   486875,     0.00,    54815,     0.00
6443   ,じ垂         ,20151125,     0.07,      240,        0,        0,        4.16,        0,   351855,     0.00,     2129,     0.00
3576   ,羛ネ     ,20151126,     0.00,        0,        0,        0,        0.00,        0,   857986,     0.00,    56967,     0.00
3691   ,河ポ         ,20151126,     6.53,     3974,        0,      -20,     2547.33,       20,    60893,   -12.82,    10835,     0.02
6244   ,璟瓆         ,20151126,     1.37,     6670,        0,        0,      298.48,        0,   486875,     0.00,    56351,     0.00
6443   ,じ垂         ,20151126,     0.07,      240,        0,        0,        4.06,        0,   351855,     0.00,     2150,     0.00
3576   ,羛ネ     ,20151127,     0.00,        0,        0,        0,        0.00,        0,   857986,     0.00,    56658,     0.00
3691   ,河ポ         ,20151127,     6.63,     4040,       70,       66,     2569.44,        4,    60893,    41.98,    10820,     0.06
6244   ,璟瓆         ,20151127,     1.37,     6670,        0,        0,      292.15,        0,   486875,     0.00,    56615,     0.00
6443   ,じ垂         ,20151127,     0.07,      240,        0,        0,        4.09,        0,   351855,     0.00,     2150,     0.00
3576   ,羛ネ     ,20151130,     0.00,        0,        0,        0,        0.00,        0,   857986,     0.00,    57600,     0.00
3691   ,河ポ         ,20151130,     6.62,     4030,        0,      -10,     2550.99,       10,    60893,    -6.33,    10804,     0.01
6244   ,璟瓆         ,20151130,     1.37,     6670,        0,        0,      289.48,        0,   486875,     0.00,    85729,     0.00
6443   ,じ垂         ,20151130,     0.07,      240,        0,        0,        4.20,        0,   351855,     0.00,     2050,     0.00
3576   ,羛ネ     ,20151201,     0.00,        0,        0,        0,        0.00,        0,   858228,     0.00,    60621,     0.00
3691   ,河ポ         ,20151201,     6.61,     4022,       13,       -8,     2779.20,       21,    60893,    -5.53,    11133,     0.03
6244   ,璟瓆         ,20151201,     1.37,     6670,        0,        0,      295.15,        0,   486875,     0.00,    84681,     0.00
6443   ,じ垂         ,20151201,     0.07,      240,        0,        0,        4.57,        0,   351855,     0.00,     1978,     0.00
3576   ,羛ネ     ,20151202,     0.03,      258,      400,      400,        6.72,        0,   858228,    10.42,    58283,     0.02
3691   ,河ポ         ,20151202,     6.99,     4258,      260,      236,     3001.89,       24,    60893,   166.38,    11206,     0.23
6244   ,璟瓆         ,20151202,     1.44,     7030,      360,      360,      319.16,        0,   486875,    16.34,    83992,     0.04
6443   ,じ垂         ,20151202,     0.07,      240,        0,        0,        4.60,        0,   351855,     0.00,     1770,     0.00
3576   ,羛ネ     ,20151203,     0.03,      258,        0,        0,        6.57,        0,   858228,     0.00,    63860,     0.00
